"datasetIdentifierCode","title","MD_DataIdentificationCitationAnchor","organisation","electronicMailAddress","metadataStandardVersion"
"a57cb859-c4fe-444c-adc6-be14cb2bbf38","Geluidbelasting rijkswegen in Nederland 2006 (nacht gemiddelde)","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/a57cb859-c4fe-444c-adc6-be14cb2bbf38","Rijkswaterstaat","[servicedesk-data@rijkswaterstaat.nl, servicedesk-data@rijkswaterstaat.nl, , servicedesk-data@rijkswaterstaat.nl, servicedesk-data@rijkswaterstaat.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"60a2a7c2-d5b3-4ad5-b562-c448695357fb","Nationale Landschappen","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=60a2a7c2-d5b3-4ad5-b562-c448695357fb","Interprovinciaal Overleg","[inspire@gbo-provincies.nl, inspire@gbo-provincies.nl, inspire@gbo-provincies.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"ca94a0cb-7561-4a10-a7d6-b840e56c33ff","Provinciale monumenten","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=ca94a0cb-7561-4a10-a7d6-b840e56c33ff","Interprovinciaal Overleg","[inspire@gbo-provincies.nl, inspire@gbo-provincies.nl, inspire@gbo-provincies.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"f002bfc5-7d87-46b6-819e-8415422b65c9","Aardkundige waarden","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=f002bfc5-7d87-46b6-819e-8415422b65c9","Interprovinciaal Overleg","[inspire@gbo-provincies.nl, inspire@gbo-provincies.nl, inspire@gbo-provincies.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"f0821bfe-5a0a-11e9-8647-d663bd873d93","NB-wetgebieden buiten Natura 2000","http://nationaalgeoregister.nl/geonetwork/srv/dut/csw?SERVICE=CSW&version=2.0.2&REQUEST=GetRecordById&elementSetName=full&OutputSchema=http://www.isotc211.org/2005/gmd&ID=f0821bfe-5a0a-11e9-8647-d663bd873d93","Interprovinciaal Overleg","[inspire@gbo-provincies.nl, inspire@gbo-provincies.nl, inspire@gbo-provincies.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"fe2f9091-1962-4073-9e3b-3e4aeed488a5","Beperkingen voor voertuigen (INSPIRE geharmoniseerde data)","https://www.nationaalgeoregister.nl","RDW","[ontheffingen@rdw.nl, ontheffingen@rdw.nl, , ]","Nederlandse metadata profiel op ISO 19115 voor geografie 2.0"
"1be28290-55fa-4486-b9d3-b9d147117863","Luchtfoto 2016 25cm CIR open data","http://kadaster/2482250f-3b00-4439-9f93-f3118229b015","Kadaster","[PPB-GVA@kadaster.nl, info@hetwaterschapshuis.nl, kcc@kadaster.nl, , , , , , ]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"df15af6e-0d21-4437-a69f-802be3479bba","Luchtfoto 2016 25cm RGB open data","http://kadaster/2482250f-3b00-4439-9f93-f3118229b014","Kadaster","[PPB-GVA@kadaster.nl, info@hetwaterschapshuis.nl, kcc@kadaster.nl, , , , , , ]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"00d8c7c8-98ff-4b06-8f53-b44216e6e75c","NWB - Vaarwegen (Nationaal Wegenbestand)","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/00d8c7c8-98ff-4b06-8f53-b44216e6e75c","Rijkswaterstaat","[servicedesk-data@rijkswaterstaat.nl, servicedesk-data@rijkswaterstaat.nl, , servicedesk-data@rijkswaterstaat.nl, servicedesk-data@rijkswaterstaat.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.1.0"
"daa63e4c-dce6-11e3-991e-901b0e19e163","Gecontroleerde klimatologische daggegevens KNMI Nederland","https://www.nationaalgeoregister.nl/geonetwork/srv/api/records6e4a2001-fef7-471c-8286-4f859bc1131e","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","[datacentrum@knmi.nl, datacentrum@knmi.nl, datacentrum@knmi.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"280ed37a-b8d2-4ac5-8567-04d84fad3a41","Natura 2000 (INSPIRE geharmoniseerd)","http://nationaalgeoregister.nl/geonetwork/srv/dut/catalog.search#/metadata/280ed37a-b8d2-4ac5-8567-04d84fad3a41","no organisationName found in dataset record","[geodatabeheer.giscc@rvo.nl, geodatabeheer.giscc@rvo.nl, beheer@pdok.nl]","Nederlands metadata profiel op ISO 19115 voor geografie 2.0"
"7b82accd-c225-430a-b235-adc856422864","Overzicht van Nederlandse seismologische meetstations","no MD_DataIdentificationCitationAnchor","Koninklijk Nederlands Meteorologisch Instituut (KNMI)","[datacentrum@knmi.nl, datacentrum@knmi.nl]","2005/PDAM1"
