"serviceIdentifierCode","title","url","protocol", "organisation","electronicMailAddress","metadataStandardVersion","operatesOn","datasetIdentifierCode","servicetype"
"57b47cd8-ef75-458d-b5bf-2c3b48f07e17","Hydrografie: Netwerk (INSPIRE geharmoniseerd) WMS","https://service.pdok.nl/rws/hydrografie/netwerk/wms/v1_0?request=GetCapabilities&service=WMS","OGC:WMS","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","["https:\/\/www.nationaalgeoregister.nl\/geonetwork\/srv\/dut\/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http:\/\/www.isotc211.org\/2005\/gmd&elementSetName=full&id=c3955762-73a3-4c16-a15c-f3869487a1ea#MD_DataIdentification","https:\/\/www.nationaalgeoregister.nl\/geonetwork\/srv\/dut\/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http:\/\/www.isotc211.org\/2005\/gmd&elementSetName=full&id=c3955762-73a3-4c16-a15c-f3869487a1ea#MD_DataIdentification","https:\/\/www.nationaalgeoregister.nl\/geonetwork\/srv\/dut\/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http:\/\/www.isotc211.org\/2005\/gmd&elementSetName=full&id=c3955762-73a3-4c16-a15c-f3869487a1ea#MD_DataIdentification"]","c3955762-73a3-4c16-a15c-f3869487a1ea c3955762-73a3-4c16-a15c-f3869487a1ea c3955762-73a3-4c16-a15c-f3869487a1ea","view"
"52d0313e-0d2b-44b4-b51e-d9e504307f70","BRO EnvironmentalMonitoringFacilities (INSPIRE geharmoniseerd) ATOM","https://service.pdok.nl/bzk/bro-environmental-monitoring-facilities/atom/v1_0/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=dff9c760-1380-11eb-adc1-0242ac120002#MD_DataIdentification","dff9c760-1380-11eb-adc1-0242ac120002","download"
"0ab88d51-68fd-424e-8e22-8010bb023c0b","BRO - Bodemkundig booronderzoek (BHR-P) - Geologie (INSPIRE geharmoniseerd) ATOM","https://service.pdok.nl/bzk/geologie/bro-bodemkundig-booronderzoek/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=923f1bf3-912d-4b46-b19e-f95944b61558#MD_DataIdentification","923f1bf3-912d-4b46-b19e-f95944b61558","download"
"f38ea40d-9029-465c-9db2-c8a3099e21a2","Wet Ammoniak en Veehouderij-gebieden - Provincies (INSPIRE geharmoniseerd) ATOM","https://service.pdok.nl/provincies/wet-ammoniak-veehouderij-gebieden/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=998ba1dc-f6a6-49a3-a021-51f30d9b1d0e#MD_DataIdentification","998ba1dc-f6a6-49a3-a021-51f30d9b1d0e","download"
"838d49cd-bcec-4e92-9172-fabb96c21b3d","Publiekrechtelijke beperkingen ATOM","https://service.pdok.nl/kadaster/wkpb/atom/v1_0/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=5d2ffea6-e7c5-4e29-9474-c13718828779#MD_DataIdentification","5d2ffea6-e7c5-4e29-9474-c13718828779","download"
"181b54ed-14d2-4fda-bae7-747972340f2f","Provinciale Monumenten - Provincies (INSPIRE geharmoniseerd) ATOM","https://service.pdok.nl/provincies/provinciale-monumenten/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=ca94a0cb-7561-4a10-a7d6-b840e56c33ff#MD_DataIdentification","ca94a0cb-7561-4a10-a7d6-b840e56c33ff","download"
"15c3c30f-0db2-4b3b-80f6-b990c8fc8225","Waterschappen Hydrografie INSPIRE ATOM","https://service.pdok.nl/hwh/hydrografie/atom/v1_0/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=07575774-57a1-4419-bab4-6c88fdeb02b2#MD_DataIdentification","07575774-57a1-4419-bab4-6c88fdeb02b2","download"
"a0ad469d-be1b-4d38-b699-faf946666bcc","BAG ATOM","https://service.pdok.nl/lv/bag/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=aa3b5e6e-7baa-40c0-8972-3353e927ec2f#MD_DataIdentification","aa3b5e6e-7baa-40c0-8972-3353e927ec2f","download"
"710a6a9b-c09f-4660-b15a-2d5bee27e7e3","CBS Gebiedsindelingen ATOM","https://service.pdok.nl/cbs/gebiedsindelingen/atom/v1_0/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=effe1ab0-073d-437c-af13-df5c5e07d6cd#MD_DataIdentification","effe1ab0-073d-437c-af13-df5c5e07d6cd","download"
"931b1a00-ad24-4eed-a73c-cb5441056136","Nationale Parken (INSPIRE geharmoniseerd) ATOM","https://service.pdok.nl/rvo/beschermde-gebieden/nationaleparken/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=247a1d15-0a67-40ce-85be-1403c08f15a8#MD_DataIdentification","247a1d15-0a67-40ce-85be-1403c08f15a8","download"
"47470f53-e0aa-45f3-ada3-ddf130dd54af","CBS Wijken en Buurten 2021 versie 2 ATOM","https://service.pdok.nl/cbs/wijkenbuurten/2021/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=524b1e94-1981-4ef6-be1f-482d309b5db8#MD_DataIdentification","524b1e94-1981-4ef6-be1f-482d309b5db8","download"
"5a6c27b9-a7ed-4461-bd8c-4d022d04f1b0","Zwemwater (Provinciaal en Rijkswateren) (INSPIRE geharmoniseerd) ATOM","https://service.pdok.nl/provincies/zwemwater-provinciaal-rijkswateren/atom/v1_0/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=9986a7ef-e5e2-4a7a-9018-2e1f9631ba8c#MD_DataIdentification","9986a7ef-e5e2-4a7a-9018-2e1f9631ba8c","download"
"71b8214f-7525-45bd-bdee-2c60f32a1725","NWB - Wegen ATOM","https://service.pdok.nl/rws/nwbwegen/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","["https:\/\/www.nationaalgeoregister.nl\/geonetwork\/srv\/dut\/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http:\/\/www.isotc211.org\/2005\/gmd&elementSetName=full&id=a9b7026e-0a81-4813-93bd-ba49e6f28502#MD_DataIdentification","https:\/\/www.nationaalgeoregister.nl\/geonetwork\/srv\/dut\/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http:\/\/www.isotc211.org\/2005\/gmd&elementSetName=full&id=a9b7026e-0a81-4813-93bd-ba49e6f28502#MD_DataIdentification"]","a9b7026e-0a81-4813-93bd-ba49e6f28502 a9b7026e-0a81-4813-93bd-ba49e6f28502","download"
"5afdff7a-bd61-48e8-a290-6adc83570a1c","BRO Grondwaterproductiedossier (GPD) ATOM","https://service.pdok.nl/bzk/bro-grondwaterproductiedossier/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=91f1124e-fde9-11ec-b939-0242ac120002#MD_DataIdentification","91f1124e-fde9-11ec-b939-0242ac120002","download"
"3262e40f-13d9-47a5-97c0-e461cf837a87","Natura2000 (INSPIRE geharmoniseerd) ATOM","https://service.pdok.nl/rvo/beschermdegebieden/natura2000/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=280ed37a-b8d2-4ac5-8567-04d84fad3a41#MD_DataIdentification","280ed37a-b8d2-4ac5-8567-04d84fad3a41","download"
"a6a249b9-70fe-4e47-bbe2-c864d712ed5b","CBS Vierkantstatistieken 500m ATOM","https://service.pdok.nl/cbs/vierkantstatistieken500m/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=f605a24f-60cd-4c40-94c8-2186aba3ddd0#MD_DataIdentification","f605a24f-60cd-4c40-94c8-2186aba3ddd0","download"
"b4c6ba17-5daa-47b5-a029-341e2cf772e5","Hydrografie: Netwerk (INSPIRE geharmoniseerd) ATOM","https://service.pdok.nl/rws/hydrografie/netwerk/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=c3955762-73a3-4c16-a15c-f3869487a1ea#MD_DataIdentification","c3955762-73a3-4c16-a15c-f3869487a1ea","download"
"e222648d-d19e-4a99-a67d-2af1c9aabd75","Cadastral parcels (INSPIRE geharmoniseerd) ATOM","https://service.pdok.nl/kadaster/cp/atom/v1_0/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=e80ad426-1392-4349-9f80-14dae5f1bf57#MD_DataIdentification","e80ad426-1392-4349-9f80-14dae5f1bf57","download"
"ddf33bff-8de3-4cca-b6f5-24d18daa502f","Kaderrichtlijn Water EU ATOM","https://service.pdok.nl/rws/kaderrichtlijnwater/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerPDOK@kadaster.nl,beheerPDOK@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","["https:\/\/www.nationaalgeoregister.nl\/geonetwork\/srv\/dut\/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http:\/\/www.isotc211.org\/2005\/gmd&elementSetName=full&id=110f9ec6-4464-462e-9765-83d90cefbeag#MD_DataIdentification","https:\/\/www.nationaalgeoregister.nl\/geonetwork\/srv\/dut\/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http:\/\/www.isotc211.org\/2005\/gmd&elementSetName=full&id=110f9ec6-4464-462e-9765-83d90cefbead#MD_DataIdentification"]","110f9ec6-4464-462e-9765-83d90cefbeag 110f9ec6-4464-462e-9765-83d90cefbead","download"
"88a337a9-bed3-4d79-80fa-ff4b45990d7d","CBS Wijken en Buurten 2020 versie 3 ATOM","https://service.pdok.nl/cbs/wijkenbuurten/2020/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=f1859b4d-93be-4fc8-9e91-0ecc2fa0f3b3#MD_DataIdentification","f1859b4d-93be-4fc8-9e91-0ecc2fa0f3b3","download"
"68a7e4c1-0073-4a1a-a6df-084d2badf45a","CBS Wijken en Buurten 2019 versie 3 ATOM","https://service.pdok.nl/cbs/wijkenbuurten/2019/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=5c37d29a-006d-4136-8989-adfc35a1d4a7#MD_DataIdentification","5c37d29a-006d-4136-8989-adfc35a1d4a7","download"
"0017219b-fb75-47aa-a6bf-496f2514e545","Aardkundige Waarden - Provincies (INSPIRE geharmoniseerd) ATOM","https://service.pdok.nl/provincies/aardkundige-waarden/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=f002bfc5-7d87-46b6-819e-8415422b65c9#MD_DataIdentification","f002bfc5-7d87-46b6-819e-8415422b65c9","download"
"dbca1cca-a5f9-497f-9947-2638244b194b","Overheidsdiensten ATOM","https://service.pdok.nl/kvk/overheidsdiensten/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=c935f2ab-9b65-4dc4-94a0-73aeb840a941#MD_DataIdentification","c935f2ab-9b65-4dc4-94a0-73aeb840a941","download"
"f5a34c65-6c48-4996-8f95-ba2206d1ecb7","Nationaal Beschermde Gebieden (CDDA) ATOM","https://service.pdok.nl/rvo/beschermde-gebieden/cdda/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=7de447ad-5f8d-43a0-befe-10eb8faa172a#MD_DataIdentification","7de447ad-5f8d-43a0-befe-10eb8faa172a","download"
"7c651e06-858e-4184-8de3-da9def9c6fd0","BRO Bodemkaart (SGM) ATOM","https://service.pdok.nl/bzk/bro-bodemkaart/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=ed960299-a147-4c1a-bc57-41ff83a2264f#MD_DataIdentification","ed960299-a147-4c1a-bc57-41ff83a2264f","download"
"7358a8bc-42db-4eeb-9b3e-a081f7803b45","Administratieve Eenheden (INSPIRE geharmoniseerd) ATOM","https://service.pdok.nl/kadaster/au/atom/v2_0/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=7dd1fd45-ace5-41e0-93a6-64e3be231717#MD_DataIdentification","7dd1fd45-ace5-41e0-93a6-64e3be231717","download"
"6da29d3a-0e42-4b74-81ef-da707991ae07","CBS Wijken en Buurten 2022 versie 1 ATOM","https://service.pdok.nl/cbs/wijkenbuurten/2022/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=70c52fd8-6b2e-42aa-873a-742711903243#MD_DataIdentification","70c52fd8-6b2e-42aa-873a-742711903243","download"
"559f7f5b-44fc-4003-9fb5-4d8c9aff6060","Vervoersnetwerken (INSPIRE geharmoniseerd) ATOM","https://service.pdok.nl/kadaster/tn/atom/v1_0/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","["https:\/\/nationaalgeoregister.nl\/geonetwork\/srv\/dut\/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http:\/\/www.isotc211.org\/2005\/gmd&elementSetName=full&id=6c06740d-058f-4a12-bb3f-bf68efd03d09#MD_DataIdentification","https:\/\/nationaalgeoregister.nl\/geonetwork\/srv\/dut\/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http:\/\/www.isotc211.org\/2005\/gmd&elementSetName=full&id=31de946d-85d4-4c93-bb97-e25f4ef1401a#MD_DataIdentification","https:\/\/nationaalgeoregister.nl\/geonetwork\/srv\/dut\/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http:\/\/www.isotc211.org\/2005\/gmd&elementSetName=full&id=3a7dd0a6-d130-4c4c-b0ba-24365cf036e2#MD_DataIdentification","https:\/\/nationaalgeoregister.nl\/geonetwork\/srv\/dut\/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http:\/\/www.isotc211.org\/2005\/gmd&elementSetName=full&id=5951efa2-1ff3-4763-a966-a2f5497679ee#MD_DataIdentification","https:\/\/nationaalgeoregister.nl\/geonetwork\/srv\/dut\/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http:\/\/www.isotc211.org\/2005\/gmd&elementSetName=full&id=8f45b8ef-0ce8-463a-9059-5efdcecb785c#MD_DataIdentification"]","6c06740d-058f-4a12-bb3f-bf68efd03d09 31de946d-85d4-4c93-bb97-e25f4ef1401a 3a7dd0a6-d130-4c4c-b0ba-24365cf036e2 5951efa2-1ff3-4763-a966-a2f5497679ee 8f45b8ef-0ce8-463a-9059-5efdcecb785c","download"
"23c7fb9e-3cca-4cb8-987a-bda4b9c3322f","BRO - Bodemkundig booronderzoek (BHR-P) - Bodem (INSPIRE geharmoniseerd) ATOM","https://service.pdok.nl/bzk/bodem/bro-bodemkundig-booronderzoek/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=7891e711-df3b-44df-bc35-81c3856a7efc#MD_DataIdentification","7891e711-df3b-44df-bc35-81c3856a7efc","download"
"91b1f8ca-63a0-4ce6-b7e1-456ee6945638","Schelpdierpercelen (INSPIRE geharmoniseerd) Atom","https://service.pdok.nl/rvo/landbouw-en-aquacultuur/schelpdierpercelen/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=c4b4e95a-12d7-4c74-933c-cb267cfe0bcf#MD_DataIdentification","c4b4e95a-12d7-4c74-933c-cb267cfe0bcf","download"
"2b087d2c-6a1c-4746-95c6-3d40bc4294f9","Actueel Hoogtebestand Nederland (AHN) ATOM","https://service.pdok.nl/rws/ahn/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","["https:\/\/www.nationaalgeoregister.nl\/geonetwork\/srv\/dut\/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http:\/\/www.isotc211.org\/2005\/gmd&elementSetName=full&id=41daef8b-155e-4608-b49c-c87ea45d931c#MD_DataIdentification","https:\/\/www.nationaalgeoregister.nl\/geonetwork\/srv\/dut\/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http:\/\/www.isotc211.org\/2005\/gmd&elementSetName=full&id=41daef8b-155e-4608-b49c-c87ea45d931g#MD_DataIdentification"]","41daef8b-155e-4608-b49c-c87ea45d931c 41daef8b-155e-4608-b49c-c87ea45d931g","download"
"dc9fbc85-1263-4a1b-b001-7be701a6039e","Ruimtelijke plannen Wro: Ruimtelijkeplannen.nl ATOM","https://service.pdok.nl/kadaster/plu/atom/v1_0/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=17716ed7-ce0d-4bfd-8868-a398e5578a36#MD_DataIdentification","17716ed7-ce0d-4bfd-8868-a398e5578a36","download"
"252db472-201d-430b-9c55-4d37563787bc","Vaarwegmarkeringen Nederland ATOM","https://service.pdok.nl/rws/vaarwegmarkeringennld/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=be1b1514-8d1f-48e1-9624-fee9b784138b#MD_DataIdentification","be1b1514-8d1f-48e1-9624-fee9b784138b","download"
"1196d687-f42c-4992-8030-1b875d62bc74","Weggegevens (WEGGEG) ATOM","https://service.pdok.nl/rws/weggeg/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=abaf1e22-55aa-4a11-a855-7ac963e4a82b#MD_DataIdentification","abaf1e22-55aa-4a11-a855-7ac963e4a82b","download"
"0fa448bb-332b-40b2-adab-13626b29bee6","Gepland Landgebruik (INSPIRE geharmoniseerd) ATOM","https://service.pdok.nl/kadaster/lu/atom/v1_0/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=17716ed7-ce0d-4bfd-8868-a398e5578a88#MD_DataIdentification","17716ed7-ce0d-4bfd-8868-a398e5578a88","download"
"f95c6429-2cdf-47b8-bc2a-e614440050b8","Wetlands (INSPIRE geharmoniseerd) ATOM","https://service.pdok.nl/rvo/beschermdegebieden/wetlands/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=19165027-a13a-4c19-9013-ec1fd191019d#MD_DataIdentification","19165027-a13a-4c19-9013-ec1fd191019d","download"
"2931d583-9633-49d3-ad38-aabea82f6751","BRO Hydrogeology (INSPIRE geharmoniseerd) ATOM","https://service.pdok.nl/bzk/bro-hydrogeology/atom/v1_0/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://www.nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=851fc968-137e-11eb-adc1-0242ac120002#MD_DataIdentification","851fc968-137e-11eb-adc1-0242ac120002","download"
"2e2c3c53-7987-4026-99fd-df107b1b9a1c","NWB - Vaarwegen (Nationaal Wegenbestand) ATOM","https://service.pdok.nl/rws/nwbvaarwegen/atom/index.xml","INSPIRE Atom","Beheer PDOK","beheerpdok@kadaster.nl,beheerpdok@kadaster.nl","Nederlands metadata profiel op ISO 19119 voor services 2.1.0","https://nationaalgeoregister.nl/geonetwork/srv/dut/csw?service=CSW&request=GetRecordById&version=2.0.2&outputSchema=http://www.isotc211.org/2005/gmd&elementSetName=full&id=00d8c7c8-98ff-4b06-8f53-b44216e6e75c#MD_DataIdentification","00d8c7c8-98ff-4b06-8f53-b44216e6e75c","download"
